league,season,team,player,nation,pos,age,born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
ENG-Premier League,1920,Tottenham,Ben Davies,WAL,DF,26,1993,15.9,0,7,1,14.3,0.44,0.06,0.0,0.0,23.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,1920,Tottenham,Christian Eriksen,DEN,"MF,FW",27,1992,12.2,2,26,9,34.6,2.13,0.74,0.08,0.22,25.1,7,0,0,1.9,1.9,0.07,0.1,0.1
ENG-Premier League,1920,Tottenham,Danny Rose,ENG,DF,29,1990,9.9,0,2,0,0.0,0.2,0.0,0.0,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,1920,Tottenham,Davinson Sánchez,COL,DF,23,1996,27.0,0,7,3,42.9,0.26,0.11,0.0,0.0,10.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ENG-Premier League,1920,Tottenham,Dele Alli,ENG,"MF,FW",23,1996,20.5,8,41,18,43.9,2.0,0.88,0.17,0.39,14.9,0,1,1,8.1,7.3,0.18,-0.1,-0.3
ENG-Premier League,1920,Tottenham,Eric Dier,ENG,"DF,MF",25,1994,14.9,0,8,1,12.5,0.54,0.07,0.0,0.0,15.6,1,0,0,0.9,0.9,0.11,-0.9,-0.9
ENG-Premier League,1920,Tottenham,Gedson Fernandes,POR,"MF,DF",20,1999,0.8,0,1,0,0.0,1.32,0.0,0.0,,26.4,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,1920,Tottenham,Georges-Kévin N'Koudou,CMR,FW,24,1995,0.0,0,1,0,0.0,30.0,0.0,0.0,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,1920,Tottenham,Giovani Lo Celso,ARG,"MF,FW",23,1996,16.6,0,18,3,16.7,1.09,0.18,0.0,0.0,22.0,1,0,0,1.3,1.3,0.07,-1.3,-1.3
ENG-Premier League,1920,Tottenham,Harry Kane,ENG,FW,26,1993,28.7,18,79,35,44.3,2.75,1.22,0.2,0.46,19.2,7,2,2,12.5,10.9,0.14,5.5,5.1
ENG-Premier League,1920,Tottenham,Harry Winks,ENG,MF,23,1996,24.7,0,14,2,14.3,0.57,0.08,0.0,0.0,25.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ENG-Premier League,1920,Tottenham,Hugo Lloris,FRA,GK,32,1986,20.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Jan Vertonghen,BEL,DF,32,1987,18.3,1,4,2,50.0,0.22,0.11,0.25,0.5,12.0,0,0,0,0.4,0.4,0.1,0.6,0.6
ENG-Premier League,1920,Tottenham,Japhet Tanganga,ENG,DF,20,1999,5.8,0,3,1,33.3,0.51,0.17,0.0,0.0,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,1920,Tottenham,Juan Foyth,ARG,DF,21,1998,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Kyle Walker-Peters,ENG,DF,22,1997,2.7,0,1,0,0.0,0.37,0.0,0.0,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,1920,Tottenham,Lucas Moura,BRA,"FW,MF",26,1992,24.9,4,56,14,25.0,2.25,0.56,0.07,0.29,17.5,0,0,0,5.6,5.6,0.1,-1.6,-1.6
ENG-Premier League,1920,Tottenham,Moussa Sissoko,FRA,MF,29,1989,27.2,2,15,4,26.7,0.55,0.15,0.13,0.5,15.2,0,0,0,2.2,2.2,0.14,-0.2,-0.2
ENG-Premier League,1920,Tottenham,Oliver Skipp,ENG,MF,18,2000,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Paulo Gazzaniga,ARG,GK,27,1992,17.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Ryan Sessegnon,ENG,"DF,FW",19,2000,3.8,0,1,0,0.0,0.26,0.0,0.0,,17.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,1920,Tottenham,Serge Aurier,CIV,DF,26,1992,30.0,1,13,4,30.8,0.43,0.13,0.08,0.25,19.1,0,0,0,0.5,0.5,0.04,0.5,0.5
ENG-Premier League,1920,Tottenham,Son Heung-min,KOR,FW,27,1992,27.5,11,80,37,46.3,2.91,1.34,0.14,0.3,17.2,1,0,1,8.9,8.0,0.1,2.1,3.0
ENG-Premier League,1920,Tottenham,Steven Bergwijn,NED,"FW,MF",21,1997,7.8,3,9,4,44.4,1.15,0.51,0.33,0.75,15.1,0,0,0,1.0,1.0,0.12,2.0,2.0
ENG-Premier League,1920,Tottenham,Tanguy Ndombele,FRA,MF,22,1996,11.2,2,9,4,44.4,0.8,0.36,0.22,0.5,25.6,0,0,0,0.4,0.4,0.04,1.6,1.6
ENG-Premier League,1920,Tottenham,Toby Alderweireld,BEL,DF,30,1989,32.9,2,16,4,25.0,0.49,0.12,0.13,0.5,12.6,0,0,0,0.7,0.7,0.05,1.3,1.3
ENG-Premier League,1920,Tottenham,Troy Parrott,IRL,FW,17,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Victor Wanyama,KEN,MF,28,1991,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Érik Lamela,ARG,"MF,FW",27,1992,13.5,2,29,8,27.6,2.15,0.59,0.07,0.25,19.5,4,0,0,2.9,2.9,0.11,-0.9,-0.9
ENG-Premier League,1920,Watford,Abdoulaye Doucouré,MLI,MF,26,1993,35.1,4,61,12,19.7,1.74,0.34,0.07,0.33,18.3,0,0,0,5.2,5.2,0.08,-1.2,-1.2
ENG-Premier League,1920,Watford,Adam Masina,MAR,DF,25,1994,20.2,1,15,3,20.0,0.74,0.15,0.07,0.33,21.1,1,0,0,0.9,0.9,0.06,0.1,0.1
ENG-Premier League,1920,Watford,Adrian Mariappa,JAM,DF,32,1986,16.8,0,3,0,0.0,0.18,0.0,0.0,,11.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ENG-Premier League,1920,Watford,Andre Gray,JAM,FW,28,1991,8.4,2,19,6,31.6,2.26,0.72,0.11,0.33,12.7,0,0,0,2.4,2.4,0.13,-0.4,-0.4
ENG-Premier League,1920,Watford,Ben Foster,ENG,GK,36,1983,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,10.0,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ENG-Premier League,1920,Watford,Christian Kabasele,BEL,DF,28,1991,25.0,0,9,1,11.1,0.36,0.04,0.0,0.0,10.4,0,0,0,0.9,0.9,0.1,-0.9,-0.9
ENG-Premier League,1920,Watford,Craig Cathcart,NIR,DF,30,1989,27.6,0,2,1,50.0,0.07,0.04,0.0,0.0,10.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2
ENG-Premier League,1920,Watford,Craig Dawson,ENG,DF,29,1990,26.2,2,26,7,26.9,0.99,0.27,0.08,0.29,10.6,0,0,0,3.0,3.0,0.12,-1.0,-1.0
ENG-Premier League,1920,Watford,Danny Welbeck,ENG,"FW,MF",28,1990,9.1,2,22,9,40.9,2.41,0.99,0.09,0.22,11.0,0,0,0,3.9,3.9,0.18,-1.9,-1.9
ENG-Premier League,1920,Watford,Daryl Janmaat,NED,DF,30,1989,6.7,0,4,0,0.0,0.59,0.0,0.0,,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ENG-Premier League,1920,Watford,Dimitri Foulquier,FRA,"DF,MF",26,1993,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Watford,Domingos Quina,POR,"MF,FW",19,1999,0.2,0,1,1,100.0,4.09,4.09,0.0,0.0,27.3,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,1920,Watford,Gerard Deulofeu,ESP,FW,25,1994,23.3,4,63,20,31.7,2.7,0.86,0.05,0.15,18.8,8,1,1,6.3,5.5,0.09,-2.3,-2.5
ENG-Premier League,1920,Watford,Ignacio Pussetto,ARG,"FW,MF",23,1995,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Watford,Isaac Success,NGA,"FW,MF",23,1996,0.8,0,1,1,100.0,1.29,1.29,0.0,0.0,10.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,1920,Watford,Ismaila Sarr,SEN,"FW,MF",21,1998,22.5,5,44,13,29.5,1.95,0.58,0.11,0.38,15.8,0,0,0,6.1,6.1,0.14,-1.1,-1.1
ENG-Premier League,1920,Watford,José Holebas,GRE,DF,35,1984,11.4,0,6,3,50.0,0.53,0.26,0.0,0.0,19.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3
ENG-Premier League,1920,Watford,João Pedro,BRA,"FW,MF",17,2001,0.3,0,1,0,0.0,3.6,0.0,0.0,,17.3,0,0,0,0.0,0.0,0.05,0.0,0.0
ENG-Premier League,1920,Watford,Kiko Femenía,ESP,DF,28,1991,24.9,0,5,1,20.0,0.2,0.04,0.0,0.0,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,1920,Watford,Nathaniel Chalobah,ENG,MF,24,1994,10.3,0,9,0,0.0,0.87,0.0,0.0,,23.3,2,0,0,0.5,0.5,0.05,-0.5,-0.5
ENG-Premier League,1920,Watford,Roberto Pereyra,ARG,"FW,MF",28,1991,18.3,3,20,8,40.0,1.09,0.44,0.1,0.25,19.1,4,1,1,3.1,2.3,0.12,-0.1,-0.3
ENG-Premier League,1920,Watford,Sebastian Prödl,AUT,DF,32,1987,0.6,0,2,0,0.0,3.21,0.0,0.0,,10.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,1920,Watford,Tom Cleverley,ENG,MF,29,1989,10.8,1,17,5,29.4,1.58,0.46,0.06,0.2,17.8,0,0,0,2.1,2.1,0.12,-1.1,-1.1
ENG-Premier League,1920,Watford,Troy Deeney,ENG,FW,31,1988,24.7,10,39,16,41.0,1.58,0.65,0.13,0.31,16.0,0,5,6,10.5,5.8,0.15,-0.5,-0.8
ENG-Premier League,1920,Watford,Will Hughes,ENG,MF,24,1995,25.0,1,27,3,11.1,1.08,0.12,0.04,0.33,19.3,0,0,0,2.3,2.3,0.08,-1.3,-1.3
ENG-Premier League,1920,Watford,Étienne Capoue,FRA,MF,31,1988,29.2,0,19,1,5.3,0.65,0.03,0.0,0.0,26.9,2,0,0,0.8,0.8,0.04,-0.8,-0.8
ENG-Premier League,1920,West Ham,Aaron Cresswell,ENG,DF,29,1989,30.3,3,17,5,29.4,0.56,0.17,0.18,0.6,21.7,7,0,0,1.4,1.4,0.08,1.6,1.6
ENG-Premier League,1920,West Ham,Albian Ajeti,SUI,FW,22,1997,1.5,0,3,0,0.0,1.94,0.0,0.0,,15.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,1920,West Ham,Andriy Yarmolenko,UKR,"MF,FW",29,1989,11.0,5,26,13,50.0,2.36,1.18,0.19,0.38,17.8,2,0,0,2.4,2.4,0.09,2.6,2.6
ENG-Premier League,1920,West Ham,Angelo Ogbonna,ITA,DF,31,1988,31.0,2,13,4,30.8,0.42,0.13,0.15,0.5,11.0,0,0,0,1.8,1.8,0.14,0.2,0.2
ENG-Premier League,1920,West Ham,Arthur Masuaku,COD,DF,25,1993,10.4,0,5,2,40.0,0.48,0.19,0.0,0.0,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,1920,West Ham,Ben Johnson,ENG,DF,19,2000,3.0,0,1,0,0.0,0.33,0.0,0.0,,28.8,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,1920,West Ham,Carlos Sánchez,COL,MF,33,1986,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,West Ham,Darren Randolph,IRL,GK,32,1987,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,West Ham,David Martin,ENG,GK,33,1986,4.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,West Ham,Declan Rice,ENG,MF,20,1999,38.0,1,31,9,29.0,0.82,0.24,0.03,0.11,23.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3
ENG-Premier League,1920,West Ham,Fabián Balbuena,PAR,DF,27,1991,13.1,1,10,4,40.0,0.76,0.31,0.1,0.25,8.9,0,0,0,1.5,1.5,0.15,-0.5,-0.5
ENG-Premier League,1920,West Ham,Felipe Anderson,BRA,"MF,FW",26,1993,16.6,1,23,8,34.8,1.38,0.48,0.04,0.13,17.1,0,0,0,2.5,2.5,0.11,-1.5,-1.5
ENG-Premier League,1920,West Ham,Issa Diop,FRA,DF,22,1997,30.7,3,15,6,40.0,0.49,0.2,0.2,0.5,9.2,0,0,0,1.5,1.5,0.1,1.5,1.5
ENG-Premier League,1920,West Ham,Jack Wilshere,ENG,MF,27,1992,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,West Ham,Jarrod Bowen,ENG,"FW,MF",22,1996,10.2,1,24,7,29.2,2.36,0.69,0.04,0.14,18.0,0,0,0,2.3,2.3,0.09,-1.3,-1.3
ENG-Premier League,1920,West Ham,Javier Hernández,MEX,FW,31,1988,1.2,1,3,2,66.7,2.52,1.68,0.33,0.5,17.3,1,0,0,1.0,1.0,0.33,0.0,0.0
ENG-Premier League,1920,West Ham,Jeremy Ngakia,ENG,DF,18,2000,4.9,0,1,1,100.0,0.2,0.2,0.0,0.0,33.2,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,1920,West Ham,Manuel Lanzini,ARG,"MF,FW",26,1993,15.3,0,23,7,30.4,1.5,0.46,0.0,0.0,19.0,3,0,0,2.2,2.2,0.09,-2.2,-2.2
ENG-Premier League,1920,West Ham,Mark Noble,ENG,MF,32,1987,29.7,4,14,3,21.4,0.47,0.1,0.07,0.33,25.8,0,3,3,2.9,0.6,0.04,1.1,0.4
ENG-Premier League,1920,West Ham,Michail Antonio,JAM,FW,29,1990,19.6,10,67,30,44.8,3.41,1.53,0.13,0.3,13.7,0,1,1,12.9,12.1,0.19,-2.9,-3.1
ENG-Premier League,1920,West Ham,Nathan Holland,ENG,MF,21,1998,0.4,0,1,1,100.0,2.73,2.73,0.0,0.0,28.7,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,1920,West Ham,Pablo Fornals,ESP,"MF,FW",23,1996,24.1,2,36,11,30.6,1.49,0.46,0.06,0.18,18.1,0,0,0,2.3,2.3,0.06,-0.3,-0.3
ENG-Premier League,1920,West Ham,Pablo Zabaleta,ARG,DF,34,1985,6.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,West Ham,Robert Snodgrass,SCO,"MF,FW",31,1987,16.8,5,21,10,47.6,1.25,0.6,0.24,0.5,16.8,0,0,0,2.5,2.5,0.12,2.5,2.5
ENG-Premier League,1920,West Ham,Roberto,ESP,GK,33,1986,7.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,West Ham,Ryan Fredericks,ENG,DF,26,1992,24.9,0,3,0,0.0,0.12,0.0,0.0,,20.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,1920,West Ham,Sébastien Haller,CIV,FW,25,1994,25.2,7,56,26,46.4,2.22,1.03,0.13,0.27,11.4,0,0,0,8.0,8.0,0.14,-1.0,-1.0
ENG-Premier League,1920,West Ham,Tomáš Souček,CZE,MF,24,1995,11.6,3,20,7,35.0,1.73,0.61,0.15,0.43,12.8,0,0,0,2.8,2.8,0.14,0.2,0.2
ENG-Premier League,1920,West Ham,Łukasz Fabiański,POL,GK,34,1985,23.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Wolves,Adama Traoré,ESP,"FW,DF",23,1996,28.9,4,43,12,27.9,1.49,0.41,0.09,0.33,19.8,0,0,0,3.8,3.8,0.09,0.2,0.2
ENG-Premier League,1920,Wolves,Bruno Jordão,POR,FW,20,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Wolves,Conor Coady,ENG,DF,26,1993,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Wolves,Daniel Podence,POR,"FW,MF",23,1995,3.2,1,10,3,30.0,3.11,0.93,0.1,0.33,14.0,0,0,0,1.2,1.2,0.12,-0.2,-0.2
ENG-Premier League,1920,Wolves,Diogo Jota,POR,FW,22,1996,25.4,7,69,26,37.7,2.72,1.02,0.1,0.27,14.2,0,0,0,11.5,11.5,0.17,-4.5,-4.5
ENG-Premier League,1920,Wolves,Jesús Vallejo,ESP,DF,22,1997,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Wolves,Jonny Castro,ESP,"MF,DF",25,1994,32.1,2,18,5,27.8,0.56,0.16,0.11,0.4,19.0,0,0,0,1.6,1.6,0.09,0.4,0.4
ENG-Premier League,1920,Wolves,João Moutinho,POR,MF,32,1986,34.5,1,22,6,27.3,0.64,0.17,0.05,0.17,25.0,4,0,0,0.9,0.9,0.04,0.1,0.1
ENG-Premier League,1920,Wolves,Leander Dendoncker,BEL,"MF,DF",24,1995,31.1,4,20,5,25.0,0.64,0.16,0.2,0.8,14.7,0,0,0,1.8,1.8,0.09,2.2,2.2
ENG-Premier League,1920,Wolves,Matt Doherty,IRL,"MF,DF",27,1992,31.5,4,35,15,42.9,1.11,0.48,0.11,0.27,11.2,0,0,0,6.9,6.9,0.2,-2.9,-2.9
ENG-Premier League,1920,Wolves,Max Kilman,ENG,DF,22,1997,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Wolves,Morgan Gibbs-White,ENG,"MF,FW",19,2000,1.4,0,2,0,0.0,1.4,0.0,0.0,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,1920,Wolves,Patrick Cutrone,ITA,FW,21,1998,3.3,2,11,4,36.4,3.33,1.21,0.18,0.5,13.8,0,0,0,2.2,2.2,0.2,-0.2,-0.2
ENG-Premier League,1920,Wolves,Pedro Neto,POR,"FW,MF",19,2000,10.4,3,17,6,35.3,1.63,0.58,0.18,0.5,16.9,0,0,0,2.2,2.2,0.13,0.8,0.8
ENG-Premier League,1920,Wolves,Raúl Jiménez,MEX,FW,28,1991,36.0,17,114,39,34.2,3.17,1.08,0.11,0.33,15.4,0,4,4,16.6,13.4,0.12,0.4,-0.4
ENG-Premier League,1920,Wolves,Romain Saïss,MAR,DF,29,1990,30.1,2,24,8,33.3,0.8,0.27,0.08,0.25,13.1,2,0,0,3.4,3.4,0.14,-1.4,-1.4
ENG-Premier League,1920,Wolves,Rui Patrício,POR,GK,31,1988,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Wolves,Ryan Bennett,ENG,DF,29,1990,6.7,0,1,0,0.0,0.15,0.0,0.0,,10.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,1920,Wolves,Rúben Neves,POR,MF,22,1997,34.0,2,61,10,16.4,1.8,0.29,0.03,0.2,28.0,7,0,0,2.0,2.0,0.03,0.0,0.0
ENG-Premier League,1920,Wolves,Rúben Vinagre,POR,"MF,DF",20,1999,7.2,0,5,0,0.0,0.69,0.0,0.0,,13.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ENG-Premier League,1920,Wolves,Willy Boly,CIV,DF,28,1991,22.0,0,5,3,60.0,0.23,0.14,0.0,0.0,11.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
